occurrence_no,record_type,reid_no,flags,collection_no,permissions,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,abund_value,abund_unit,collection_name,collection_subset,collection_aka
1372948,occ,,,187395,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,16-1,,
1372950,occ,,,187395,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Katian,,453,445.2,62872,,,16-1,,
1372951,occ,,,187395,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,62872,,,16-1,,
1372955,occ,,F,187395,,Pseudooneotodus mitratus,species,424024,,Pseudooneotodus mitratus,species,424023,Katian,,453,445.2,62872,,,16-1,,
1372957,occ,,,187395,,Panderodus panderi,species,344864,,Panderodus panderi,species,344863,Katian,,453,445.2,62872,,,16-1,,
1372958,occ,,,187396,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,17-1,,
1372959,occ,,,187396,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Katian,,453,445.2,62872,,,17-1,,
1372963,occ,,,187398,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,18-1,,
1372967,occ,,,187399,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,19-1,,
1372969,occ,,,187399,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Katian,,453,445.2,62872,,,19-1,,
1372970,occ,,,187399,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,62872,,,19-1,,
1372972,occ,,,187399,,Panderodus panderi,species,344864,,Panderodus panderi,species,344863,Katian,,453,445.2,62872,,,19-1,,
1372974,occ,,,187400,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,20-1,,
1372976,occ,,,187400,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Katian,,453,445.2,62872,,,20-1,,
1372977,occ,,,187400,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,62872,,,20-1,,
1372980,occ,,,187400,,Panderodus panderi,species,344864,,Panderodus panderi,species,344863,Katian,,453,445.2,62872,,,20-1,,
1372983,occ,,,187401,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,21-1,,
1372985,occ,,,187401,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,62872,,,21-1,,
1372989,occ,,,187402,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,22-1,,
1372991,occ,,,187402,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Katian,,453,445.2,62872,,,22-1,,
1372992,occ,,,187402,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,62872,,,22-1,,
1372995,occ,,,187402,,Panderodus panderi,species,344864,,Panderodus panderi,species,344863,Katian,,453,445.2,62872,,,22-1,,
1373000,occ,,,187403,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,23-1,,
1373002,occ,,,187403,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Katian,,453,445.2,62872,,,23-1,,
1373003,occ,,,187403,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,62872,,,23-1,,
1373008,occ,,,187404,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,24-1,,
1373009,occ,,,187404,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Katian,,453,445.2,62872,,,24-1,,
1373010,occ,,,187404,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,62872,,,24-1,,
1373011,occ,,F,187404,,Pseudooneotodus mitratus,species,424024,,Pseudooneotodus mitratus,species,424023,Katian,,453,445.2,62872,,,24-1,,
1373015,occ,,,187405,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,24-2,,
1373017,occ,,,187405,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Katian,,453,445.2,62872,,,24-2,,
1373018,occ,,,187405,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,62872,,,24-2,,
1373026,occ,,,187406,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,25-1,,
1373028,occ,,,187406,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,62872,,,25-1,,
1373038,occ,,,187407,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,25-2,,
1373040,occ,,,187407,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Katian,,453,445.2,62872,,,25-2,,
1373041,occ,,,187407,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,62872,,,25-2,,
1373044,occ,,F,187407,,Pseudooneotodus mitratus,species,424024,,Pseudooneotodus mitratus,species,424023,Katian,,453,445.2,62872,,,25-2,,
1373048,occ,,,187408,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,62872,,,26-1,,
1373050,occ,,,187408,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Katian,,453,445.2,62872,,,26-1,,
1373052,occ,,,187408,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Katian,,453,445.2,62872,,,26-1,,
1375143,occ,,,187796,,Amorphognathus duftonus,species,421998,,Amorphognathus duftonus,species,421998,Late Ordovician,,458.4,443.4,61896,,,309,,
1375144,occ,,,187796,,Amorphognathus ordovicicus,species,301183,,Amorphognathus ordovicicus,species,301183,Late Ordovician,,458.4,443.4,61896,,,309,,
1375147,occ,,,187796,,Cornuodus longibasis,species,340384,,Cornuodus longibasis,species,340383,Late Ordovician,,458.4,443.4,61896,,,309,,
1375148,occ,,,187796,,Dapsilodus mutatus,species,330172,,Dapsilodus mutatus,species,330170,Late Ordovician,,458.4,443.4,61896,,,309,,
1375151,occ,,,187796,,Eocarniodus gracilis,species,351267,,Eocarniodus gracilis,species,351266,Late Ordovician,,458.4,443.4,61896,,,309,,
1375153,occ,,,187796,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Late Ordovician,,458.4,443.4,61896,,,309,,
1375156,occ,,,187796,,Scabbardella altipes,species,351268,,Scabbardella altipes,species,346744,Late Ordovician,,458.4,443.4,61896,,,309,,
1375158,occ,,,187797,,Amorphognathus duftonus,species,421998,,Amorphognathus duftonus,species,421998,Late Ordovician,,458.4,443.4,61896,,,309 top,,
1375159,occ,,,187797,,Amorphognathus ordovicicus,species,301183,,Amorphognathus ordovicicus,species,301183,Late Ordovician,,458.4,443.4,61896,,,309 top,,
1375162,occ,,,187797,,Cornuodus longibasis,species,340384,,Cornuodus longibasis,species,340383,Late Ordovician,,458.4,443.4,61896,,,309 top,,
1375163,occ,,,187797,,Dapsilodus mutatus,species,330172,,Dapsilodus mutatus,species,330170,Late Ordovician,,458.4,443.4,61896,,,309 top,,
1375166,occ,,,187797,,Eocarniodus gracilis,species,351267,,Eocarniodus gracilis,species,351266,Late Ordovician,,458.4,443.4,61896,,,309 top,,
1375168,occ,,,187797,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Late Ordovician,,458.4,443.4,61896,,,309 top,,
1375171,occ,,,187797,,Scabbardella altipes,species,351268,,Scabbardella altipes,species,346744,Late Ordovician,,458.4,443.4,61896,,,309 top,,
1376583,occ,,,188155,,Amorphognathus ordovicicus,species,301183,,Amorphognathus ordovicicus,species,301183,Ashgill,,449.5,443.7,63121,,,"Section 2, sample 127",,
1376584,occ,,,188155,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Ashgill,,449.5,443.7,63121,,,"Section 2, sample 127",,
1376586,occ,,,188155,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Ashgill,,449.5,443.7,63121,,,"Section 2, sample 127",,
1381050,occ,,,189104,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Late Ordovician,,458.4,443.4,63533,6,elements,UC5,,
1381051,occ,,,189105,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Late Ordovician,,458.4,443.4,63533,3,elements,UC11,,
1381052,occ,,,189105,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Late Ordovician,,458.4,443.4,63533,5,elements,UC11,,
1381054,occ,,,189105,,Pseudobelodina dispansa,species,348615,,Pseudobelodina dispansa,species,348614,Late Ordovician,,458.4,443.4,63533,1,elements,UC11,,
1381055,occ,,,189106,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Late Ordovician,,458.4,443.4,63533,67,elements,UC11A,,
1381057,occ,,,189106,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Late Ordovician,,458.4,443.4,63533,103,elements,UC11A,,
1381061,occ,,,189106,,Pseudobelodina dispansa,species,348615,,Pseudobelodina dispansa,species,348614,Late Ordovician,,458.4,443.4,63533,2,elements,UC11A,,
1381062,occ,,F,189106,,Pseudooneotodus mitratus,species,424024,,Pseudooneotodus mitratus,species,424023,Late Ordovician,,458.4,443.4,63533,1,elements,UC11A,,
1381065,occ,,,189107,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Late Ordovician,,458.4,443.4,63533,2,elements,UC12,,
1381066,occ,,,189107,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Late Ordovician,,458.4,443.4,63533,14,elements,UC12,,
1381068,occ,,,189107,,Pseudobelodina dispansa,species,348615,,Pseudobelodina dispansa,species,348614,Late Ordovician,,458.4,443.4,63533,1,elements,UC12,,
1381070,occ,,,189108,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Late Ordovician,,458.4,443.4,63533,3,elements,UC13,,
1381071,occ,,,189108,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Late Ordovician,,458.4,443.4,63533,14,elements,UC13,,
1381074,occ,,,189109,,Belodina confluens,species,348610,,Belodina confluens,species,348610,Late Ordovician,,458.4,443.4,63533,12,elements,UC14,,
1381075,occ,,,189109,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Late Ordovician,,458.4,443.4,63533,8,elements,UC14,,
1381076,occ,,,189109,,Pseudobelodina dispansa,species,348615,,Pseudobelodina dispansa,species,348614,Late Ordovician,,458.4,443.4,63533,2,elements,UC14,,
1381077,occ,,,189110,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Late Ordovician,,458.4,443.4,63533,2,elements,UC17,,
1395061,occ,,,192137,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Richmondian,,449.5,443.7,65005,8,specimens,Section W-1. 117 - 126.5 m,,
1395062,occ,,,192137,,Panderodus feulneri,species,348577,,Panderodus feulneri,species,348576,Richmondian,,449.5,443.7,65005,19,specimens,Section W-1. 117 - 126.5 m,,
1395064,occ,,F,192137,,Pseudobelodina vulgaris,species,348616,,Pseudobelodina vulgaris,species,348616,Richmondian,,449.5,443.7,65005,1,specimens,Section W-1. 117 - 126.5 m,,
1399308,occ,,,192914,,Amorphognathus ordovicicus,species,301183,,Amorphognathus ordovicicus,species,301183,Kralodvorian,,449.5,445.6,65504,,,"Cyclopygid Bed, section near Domusnovas",,
1399309,occ,,,192914,,Amorphognathus lindstroemi,species,330175,subjective synonym of,Amorphognathus duftonus,species,421998,Kralodvorian,,449.5,445.6,65504,,,"Cyclopygid Bed, section near Domusnovas",,
1399313,occ,,,192914,,Dapsilodus mutatus,species,330172,,Dapsilodus mutatus,species,330170,Kralodvorian,,449.5,445.6,65504,,,"Cyclopygid Bed, section near Domusnovas",,
1399314,occ,,,192914,,Hamarodus europaeus,species,351265,,Hamarodus europaeus,species,351264,Kralodvorian,,449.5,445.6,65504,,,"Cyclopygid Bed, section near Domusnovas",,
1399316,occ,,,192914,,Istorinus erectus,species,330177,,Istorinus erectus,species,330177,Kralodvorian,,449.5,445.6,65504,,,"Cyclopygid Bed, section near Domusnovas",,
1399317,occ,,,192914,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Kralodvorian,,449.5,445.6,65504,,,"Cyclopygid Bed, section near Domusnovas",,
1399319,occ,,,192914,,Sagittodontina robusta,species,330176,,Sagittodontina robusta,species,330176,Kralodvorian,,449.5,445.6,65504,,,"Cyclopygid Bed, section near Domusnovas",,
1399320,occ,,,192914,,Scabbardella altipes,species,351268,,Scabbardella altipes,species,346744,Kralodvorian,,449.5,445.6,65504,,,"Cyclopygid Bed, section near Domusnovas",,
1458106,occ,,,203569,,Pseudooneotodus ex gr. beckmanni,species,344869,,Pseudooneotodus beckmanni,species,344868,Rhuddanian,,443.4,440.8,69774,,,109-2/2-5 Mirny Creek Section,,
1458115,occ,,,203570,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,,443.4,440.8,69774,,,109-4/3 Mirny Creek Section,, Just above 109-2/2-5
1458169,occ,,,203574,,Dapsilodus obliquicostatus,species,344768,,Dapsilodus obliquicostatus,species,344767,Rhuddanian,,443.4,440.8,69776,,,eastern flank of Cerro de Fuerto,,
1458172,occ,,,203574,,Ozarkodina oldhamensis,species,393016,,Ozarkodina oldhamensis,species,393015,Rhuddanian,,443.4,440.8,69776,,,eastern flank of Cerro de Fuerto,,
1458235,occ,,,203583,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,,443.4,440.8,69777,,,Section 2. Bed 9. Log of part of core from Porter County,,
1458236,occ,,,203583,,Ozarkodina oldhamensis,species,393016,,Ozarkodina oldhamensis,species,393015,Rhuddanian,,443.4,440.8,69777,,,Section 2. Bed 9. Log of part of core from Porter County,,
1458240,occ,,,203584,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,,443.4,440.8,69777,,,Section 2. Bed 8. Log of part of core from Porter County,,
1458265,occ,,,203587,,Panderodus equicostatus,species,344857,,Panderodus equicostatus,species,344856,Rhuddanian,,443.4,440.8,53375,,,Bed 855. Godap core,,
1458266,occ,,,203587,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Rhuddanian,,443.4,440.8,53375,,,Bed 855. Godap core,,
1458268,occ,,,203587,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,53375,,,Bed 855. Godap core,,
1458269,occ,,,203587,,Pseudooneotodus beckmanni,species,344869,,Pseudooneotodus beckmanni,species,344868,Rhuddanian,,443.4,440.8,53375,,,Bed 855. Godap core,,
1458329,occ,,,203588,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Rhuddanian,,443.4,440.8,53375,,,Bed 851. Godap core,,
1458331,occ,,,203588,,Decoriconus fragilis,species,344772,,Decoriconus fragilis,species,344771,Rhuddanian,,443.4,440.8,53375,,,Bed 851. Godap core,,
1458332,occ,,,203588,,Pseudooneotodus beckmanni,species,344869,,Pseudooneotodus beckmanni,species,344868,Rhuddanian,,443.4,440.8,53375,,,Bed 851. Godap core,,
1458334,occ,,,203588,,Aspelundia expansa,species,344757,recombined as,Pseudolonchodina expansa,species,344757,Rhuddanian,,443.4,440.8,53375,,,Bed 851. Godap core,,
1458335,occ,,,203588,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,53375,,,Bed 851. Godap core,,
1458337,occ,,,203588,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Rhuddanian,,443.4,440.8,53375,,,Bed 851. Godap core,,
1458344,occ,,,203589,,Ozarkodina ex gr. oldhamensis,species,393016,,Ozarkodina oldhamensis,species,393015,Juuru,,443.4,439,69778,,,Aizpute-41. C 00-1,,
1458348,occ,,,203590,,Panderodus equicostatus,species,344857,,Panderodus equicostatus,species,344856,Juuru,,443.4,439,69778,,,Aizpute-41. LH 982.6,,
1458353,occ,,,203591,,Panderodus equicostatus,species,344857,,Panderodus equicostatus,species,344856,Juuru,,443.4,439,69778,,,Aizpute-41. C97-118,,
1458358,occ,,,203591,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Juuru,,443.4,439,69778,,,Aizpute-41. C97-118,,
1458362,occ,,,203592,,Panderodus equicostatus,species,344857,,Panderodus equicostatus,species,344856,Juuru,,443.4,439,69778,,,Aizpute-41. C97-117,,
1458365,occ,,,203592,,Ozarkodina ex gr. oldhamensis,species,393016,,Ozarkodina oldhamensis,species,393015,Juuru,,443.4,439,69778,,,Aizpute-41. C97-117,,
1458366,occ,,,203592,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Juuru,,443.4,439,69778,,,Aizpute-41. C97-117,,
1458371,occ,,,203593,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Juuru,,443.4,439,69778,,,Aizpute-41. C97-116,,
1458375,occ,,,203594,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Juuru,,443.4,439,69778,,,Aizpute-41. C97-115,,
1458376,occ,,,203594,,Aspelundia expansa,species,344757,recombined as,Pseudolonchodina expansa,species,344757,Juuru,,443.4,439,69778,,,Aizpute-41. C97-115,,
1458391,occ,,,203598,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Juuru,,443.4,439,69779,,,Põltsamaa core 94.1-94.2,,
1458394,occ,,,203599,,Panderodus ex gr. equicostatus,species,344857,,Panderodus equicostatus,species,344856,Juuru,,443.4,439,69779,,,Põltsamaa core 88.1-88.2,,
1458757,occ,,,160112,,Ozarkodina oldhamensis,species,393016,,Ozarkodina oldhamensis,species,393015,Rhuddanian,,443.4,440.8,69786,,,Konglungø. 9 meters up section.,203626,
1458785,occ,,,203626,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,,443.4,440.8,69788,,,Konglungø,,Idris Locality N1
1458787,occ,,,203626,,Oulodus kentuckyensis,species,393190,recombined as,Rexroadus kentuckyensis,species,393189,Rhuddanian,,443.4,440.8,69788,,,Konglungø,,Idris Locality N1
1458789,occ,,,203626,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,,443.4,440.8,69788,,,Konglungø,,Idris Locality N1
1458790,occ,,,203626,,Ozarkodina oldhamensis,species,393016,,Ozarkodina oldhamensis,species,393015,Rhuddanian,,443.4,440.8,69788,,,Konglungø,,Idris Locality N1
1458792,occ,,,203626,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Rhuddanian,,443.4,440.8,69788,,,Konglungø,,Idris Locality N1
1458793,occ,,,203626,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,69788,,,Konglungø,,Idris Locality N1
1458794,occ,,,203626,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,69788,,,Konglungø,,Idris Locality N1
1458799,occ,,,203627,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,,443.4,440.8,69788,,,"Spirodden, 20 - 90 meters above base of Myren Member",,
1458801,occ,,,203627,,Oulodus kentuckyensis,species,393190,recombined as,Rexroadus kentuckyensis,species,393189,Rhuddanian,,443.4,440.8,69788,,,"Spirodden, 20 - 90 meters above base of Myren Member",,
1458802,occ,,,203627,,Ozarkodina oldhamensis,species,393016,,Ozarkodina oldhamensis,species,393015,Rhuddanian,,443.4,440.8,69788,,,"Spirodden, 20 - 90 meters above base of Myren Member",,
1458804,occ,,,203627,,Panderodus recurvatus,species,344866,subjective synonym of,Panderodus panderi,species,344863,Rhuddanian,,443.4,440.8,69788,,,"Spirodden, 20 - 90 meters above base of Myren Member",,
1458805,occ,,,203627,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,69788,,,"Spirodden, 20 - 90 meters above base of Myren Member",,
1458806,occ,,,203627,,Pseudooneotodus beckmanni,species,344869,,Pseudooneotodus beckmanni,species,344868,Rhuddanian,,443.4,440.8,69788,,,"Spirodden, 20 - 90 meters above base of Myren Member",,
1458807,occ,,,203627,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,69788,,,"Spirodden, 20 - 90 meters above base of Myren Member",,
1458880,occ,,,203631,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Juuru,,443.4,439,69788,,,"North Shore, Store Svartøya",,Idris Locality N6
1458882,occ,,,203631,,Oulodus kentuckyensis,species,393190,recombined as,Rexroadus kentuckyensis,species,393189,Juuru,,443.4,439,69788,,,"North Shore, Store Svartøya",,Idris Locality N6
1458884,occ,,,203631,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Juuru,,443.4,439,69788,,,"North Shore, Store Svartøya",,Idris Locality N6
1458885,occ,,,203631,,Ozarkodina oldhamensis,species,393016,,Ozarkodina oldhamensis,species,393015,Juuru,,443.4,439,69788,,,"North Shore, Store Svartøya",,Idris Locality N6
1458887,occ,,,203631,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Juuru,,443.4,439,69788,,,"North Shore, Store Svartøya",,Idris Locality N6
1458888,occ,,,203631,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Juuru,,443.4,439,69788,,,"North Shore, Store Svartøya",,Idris Locality N6
1458889,occ,,,203632,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Juuru,,443.4,439,69788,,,Djupvarp,,Idris Locality N7
1458891,occ,,,203632,,Oulodus kentuckyensis,species,393190,recombined as,Rexroadus kentuckyensis,species,393189,Juuru,,443.4,439,69788,,,Djupvarp,,Idris Locality N7
1458892,occ,,,203632,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Juuru,,443.4,439,69788,,,Djupvarp,,Idris Locality N7
1458893,occ,,,203632,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Juuru,,443.4,439,69788,,,Djupvarp,,Idris Locality N7
1458894,occ,,,203632,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Juuru,,443.4,439,69788,,,Djupvarp,,Idris Locality N7
1458895,occ,,,203633,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Juuru,,443.4,439,69788,,,"Roligheten, Near Varberg",,Idris Locality N8
1458897,occ,,,203633,,Oulodus kentuckyensis,species,393190,recombined as,Rexroadus kentuckyensis,species,393189,Juuru,,443.4,439,69788,,,"Roligheten, Near Varberg",,Idris Locality N8
1458899,occ,,,203633,,Ozarkodina oldhamensis,species,393016,,Ozarkodina oldhamensis,species,393015,Juuru,,443.4,439,69788,,,"Roligheten, Near Varberg",,Idris Locality N8
1458900,occ,,,203633,,Pseudooneotodus beckmanni,species,344869,,Pseudooneotodus beckmanni,species,344868,Juuru,,443.4,439,69788,,,"Roligheten, Near Varberg",,Idris Locality N8
1471397,occ,,,205579,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,70468,,,"Gorny Altai, Biya Section, Upper Gur'yanovka Fm.",,
1472568,occ,,,205665,,Acodus similaris,species,346750,,Acodus similaris,species,346750,Katian,Hirnantian,453,443.4,70468,,,"Gorny Altai, Tachalov Section, Tekhten Fm.",,
1472572,occ,,,205665,,Phragmodus insculptus,species,346745,recombined as,Scolopodus insculptus,species,346745,Katian,Hirnantian,453,443.4,70468,,,"Gorny Altai, Tachalov Section, Tekhten Fm.",,
1478255,occ,,,206167,,Belodina compressa,species,337063,,Belodina compressa,species,337062,Hirnantian,,445.2,443.4,70468,,,"Gorny Altai, Suetka Section, supernus zone",,
1478262,occ,,,206167,,Periodon grandis,species,351271,,Periodon grandis,species,351270,Hirnantian,,445.2,443.4,70468,,,"Gorny Altai, Suetka Section, supernus zone",,
1478265,occ,,,206168,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Katian,,453,445.2,70468,,,"Gorny Altai, Chineta Section, Tekhten Fm.",,
1483785,occ,,,206464,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7879, Moyerokan Fm.",,
1483787,occ,,,206464,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7879, Moyerokan Fm.",,
1483884,occ,,,206465,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7882, Moyerokan Fm.",,
1483886,occ,,,206465,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7882, Moyerokan Fm.",,
1483951,occ,,,206484,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7883, Moyerokan Fm.",,
1483953,occ,,,206484,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7883, Moyerokan Fm.",,
1484013,occ,,,206485,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Sandbian,Katian,458.4,445.2,70896,,,"Moyero River outcrop 7879A, Dzerom Fm.",,
1484095,occ,,,206502,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Sandbian,Katian,458.4,445.2,70896,,,"Moyero River outcrop 7879C, Dzerom Fm.",,
1484123,occ,,,206503,,Panderodus gracilis,species,344859,,Panderodus gracilis,species,344858,Sandbian,Katian,458.4,445.2,70896,,,"Moyero River outcrop 7879G, Dzerom Fm.",,
1484461,occ,,,206541,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7884, Khaastyrka Fm.",,
1484463,occ,,,206541,,Hadrognathus staurognathoides,species,344775,recombined as,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7884, Khaastyrka Fm.",,
1484468,occ,,,206541,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7884, Khaastyrka Fm.",,
1484568,occ,,,206542,,Apsidognathus tuberculatus,species,344756,,Apsidognathus tuberculatus,species,344756,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7477, Khaastyrka Fm.",,
1484569,occ,,,206542,,Aulacognathus bullatus,species,344760,,Aulacognathus bullatus,species,344759,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7477, Khaastyrka Fm.",,
1484570,occ,,,206542,,Distomodus kentuckyensis,species,344776,,Distomodus kentuckyensis,species,344776,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7477, Khaastyrka Fm.",,
1484572,occ,,,206542,,Hadrognathus staurognathoides,species,344775,recombined as,Distomodus staurognathoides,species,344779,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7477, Khaastyrka Fm.",,
1484574,occ,,,206542,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,70896,,,"Moyero River outcrop 7477, Khaastyrka Fm.",,
