occurrence_no,record_type,reid_no,flags,collection_no,permissions,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,abund_value,abund_unit,collection_name,collection_subset,collection_aka
1350128,occ,,,183027,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254652",,
1350129,occ,,,183028,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254653",,
1350130,occ,,,183029,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254654",,
1350131,occ,,,183030,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254656",,
1350132,occ,,,183031,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254658",,
1350133,occ,,,183032,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254660",,
1350134,occ,,,183033,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254661",,
1350135,occ,,,183034,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254663",,
1350136,occ,,,183035,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254665,-73,-76",,
1350137,occ,,,183036,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254667",,
1350138,occ,,,183037,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254668",,
1350139,occ,,,183038,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254669",,
1350140,occ,,,183039,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254675",,
1350141,occ,,,183040,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254678",,
1350156,occ,,,183027,,Plegagnathus dartoni,species,348612,,Plegagnathus dartoni,species,348612,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254652",,
1350157,occ,,,183033,,Plegagnathus dartoni,species,348612,,Plegagnathus dartoni,species,348612,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254661",,
1350158,occ,,,183027,,Pristognathus bighornensis,species,348613,,Pristognathus bighornensis,species,348613,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254652",,
1350159,occ,,,183030,,Pristognathus bighornensis,species,348613,,Pristognathus bighornensis,species,348613,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254656",,
1350162,occ,,,183029,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254654",,
1350163,occ,,F,183030,,Pseudobelodina vulgaris,species,348616,,Pseudobelodina vulgaris,species,348616,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254656",,
1350164,occ,,F,183031,,Pseudobelodina vulgaris,species,348616,,Pseudobelodina vulgaris,species,348616,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254658",,
1350165,occ,,F,183031,,Rhipidognathus symmetricus,species,348618,,Rhipidognathus symmetricus,species,348618,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254658",,
1350166,occ,,F,183032,,Rhipidognathus symmetricus,species,348618,,Rhipidognathus symmetricus,species,348618,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254660",,
1350168,occ,,,183036,,Aspelundia expansa,species,344757,recombined as,Pseudolonchodina expansa,species,344757,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254667",,
1350169,occ,,,183036,,Ozarkodina excavata,species,299629,recombined as,Wurmiella excavata,species,299629,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254667",,
1350170,occ,,,183039,,Ozarkodina excavata,species,299629,recombined as,Wurmiella excavata,species,299629,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254675",,
1350172,occ,,,183038,,Kockelella manitoulinensis,species,348570,,Kockelella manitoulinensis,species,348569,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254669",,
1350173,occ,,,183040,,Kockelella manitoulinensis,species,348570,,Kockelella manitoulinensis,species,348569,Richmondian,,449.5,443.7,58909,,,"Peary Land, Tureso Fm, JMH 780721-1, sam. 254678",,
1350692,occ,,,183125,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 71",,
1350693,occ,,,183125,,Aphelognathus pyramidalis,species,348608,,Aphelognathus pyramidalis,species,348600,Richmondian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 71",,
1350698,occ,,F,183125,,Pseudobelodina vulgaris,species,348616,,Pseudobelodina vulgaris,species,348616,Richmondian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 71",,
1350699,occ,,,183126,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 73",,
1350703,occ,,F,183126,,Pseudobelodina vulgaris,species,348616,,Pseudobelodina vulgaris,species,348616,Richmondian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 73",,
1350704,occ,,,183126,,Plegagnathus dartoni,species,348612,,Plegagnathus dartoni,species,348612,Richmondian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 73",,
1350705,occ,,,183127,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 75",,
1350708,occ,,,183127,,Plegagnathus dartoni,species,348612,,Plegagnathus dartoni,species,348612,Richmondian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 75",,
1350709,occ,,,183127,,Drepanoistodus suberectus,species,348611,,Drepanoistodus suberectus,species,346755,Richmondian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 75",,
1350710,occ,,,183129,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Richmondian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 78,79,83",,
1350711,occ,,,183131,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Gamachian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 88-90",,
1350712,occ,,,183131,,Ozarkodina excavata,species,299629,recombined as,Wurmiella excavata,species,299629,Gamachian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 88-90",,
1350713,occ,,,183131,,Kockelella manitoulinensis,species,348570,,Kockelella manitoulinensis,species,348569,Gamachian,,449.5,443.7,58909,,,"westernmost Peary Land, Aleqatsiaq Fjord Fm, JMH 780621-2, sam. 88-90",,
1350714,occ,,,183132,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 198806",,
1350715,occ,,,183132,,Kockelella manitoulinensis,species,348570,,Kockelella manitoulinensis,species,348569,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 198806",,
1350806,occ,,,183133,,Ozarkodina excavata,species,299629,recombined as,Wurmiella excavata,species,299629,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 198807",,
1350807,occ,,,183133,,Ozarkodina hassi,species,324235,,Ozarkodina hassi,species,324236,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 198807",,
1350808,occ,,,183134,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 198812",,
1350810,occ,,,183134,,Panderodus greenlandensis,species,344860,,Panderodus greenlandensis,species,344860,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 198812",,
1350811,occ,,,183135,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 198814",,
1350812,occ,,,183135,,Panderodus greenlandensis,species,344860,,Panderodus greenlandensis,species,344860,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 198814",,
1350813,occ,,,183136,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 198817",,
1350816,occ,,,183137,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 1988122",,
1350817,occ,,,183137,,Panderodus greenlandensis,species,344860,,Panderodus greenlandensis,species,344860,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 1988122",,
1350819,occ,,,183137,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 1988122",,
1350820,occ,,,183138,,Panderodus greenlandensis,species,344860,,Panderodus greenlandensis,species,344860,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 1988123",,
1350822,occ,,,183139,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 1988124",,
1350824,occ,,,183139,,Panderodus greenlandensis,species,344860,,Panderodus greenlandensis,species,344860,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 1988124",,
1350826,occ,,,183139,,Ozarkodina pirata,species,344850,,Ozarkodina pirata,species,344850,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Washington Land Group, JMH 780621-2, sam. 1988124",,
1350829,occ,,,183143,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,58909,,,"Wolff Land, Aleqatsiaq Fjord Fm, JMH 780727, sam. 254870, -73, -76",,
1350830,occ,,,183144,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,58909,,,"W Peary Land, Wash. Land Gr, JMH 780621-4, sam. 198832,-47,-51, -53, -57",,
1350831,occ,,,183145,,Kockelella manitoulinensis,species,348570,,Kockelella manitoulinensis,species,348569,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Wash. Land Gr, JMH 780621-4, sam. 1988148",,
1350832,occ,,,183145,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Wash. Land Gr, JMH 780621-4, sam. 1988148",,
1350834,occ,,,183149,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Wash. Land Gr, JMH 780621-4, sam. 1988155",,
1350835,occ,,,183149,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,Aeronian,443.4,438.5,58909,,,"westernmost Peary Land, Wash. Land Gr, JMH 780621-4, sam. 1988155",,
1350966,occ,,,183147,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,58909,,,"Wulff Land, Aleqatsiaq Fjord Fm, JMH 780727, sam. 254872",,
1350968,occ,,,183147,,Walliserodus curvatus,species,344905,,Walliserodus curvatus,species,344903,Rhuddanian,,443.4,440.8,58909,,,"Wulff Land, Aleqatsiaq Fjord Fm, JMH 780727, sam. 254872",,
1350969,occ,,,183146,,Panderodus unicostatus,species,344726,,Panderodus unicostatus,species,344726,Rhuddanian,,443.4,440.8,58909,,,"Wulff Land, Aleqatsiaq Fjord Fm, JMH 780727, sam. 254874",,
1351355,occ,,,183213,,Aspelundia fluegeli,species,340368,,Aspelundia fluegeli,species,340368,Rhuddanian,,443.4,440.8,58909,,,"Washington - w. Hall Land, Aleqatsiaq Fjord Fm, sam. 216719",,
1351356,occ,,,183213,,Dapsilodus obliquicostatus,species,344768,,Dapsilodus obliquicostatus,species,344767,Rhuddanian,,443.4,440.8,58909,,,"Washington - w. Hall Land, Aleqatsiaq Fjord Fm, sam. 216719",,
